card_name,play_count_2p,total_weighted_x,count_weighted_x,weighted_avg_score_x,weighted_2p,play_count_4p,total_weighted_y,count_weighted_y,weighted_avg_score_y,weighted_4p,cn_name,cn_name_plot,wr_diff_2p,wr_diff_4p,total_diff
Titan Shuttles,526,713.0,526,1.3582089552238805,1.36,1233,3016.0,1233,2.4465004022526147,2.45,泰坦穿梭机,泰坦穿梭机,-0.1399999999999999,-0.04999999999999982,-0.18999999999999972
Titanium Mine,534,776.0,534,1.4540441176470589,1.45,945,2419.0,945,2.5591623036649214,2.56,钛合金矿脉,钛合金矿脉,-0.050000000000000044,0.06000000000000005,0.010000000000000009
Toll Station,514,739.0,514,1.4389312977099236,1.44,1253,3036.0,1253,2.423594615993666,2.42,收费站,收费站,-0.06000000000000005,-0.08000000000000007,-0.14000000000000012
Tool with the First Order (VIII),195,251.0,195,1.2975609756097561,1.3,1037,2562.0,1037,2.4708691499522444,2.47,Tool with the First Order (VIII),Tool with the First Order (VIII),-0.19999999999999996,-0.029999999999999805,-0.22999999999999976
Topsoil Contract,751,1042.0,751,1.3889618922470435,1.39,1904,4393.0,1904,2.3082549634273772,2.31,表土合约,表土合约,-0.1100000000000001,-0.18999999999999995,-0.30000000000000004
Tosche Station (IV),118,161.0,118,1.375,1.38,428,957.0,428,2.2420091324200913,2.24,Tosche Station (IV),Tosche Station (IV),-0.1200000000000001,-0.2599999999999998,-0.3799999999999999
Towing A Comet,466,658.0,466,1.4138655462184875,1.41,953,2131.0,953,2.2388369678089304,2.24,牵引彗星,牵引彗星,-0.09000000000000008,-0.2599999999999998,-0.34999999999999987
Trade Embargo (I),92,121.0,92,1.3333333333333333,1.33,149,337.0,149,2.2767295597484276,2.28,Trade Embargo (I),Trade Embargo (I),-0.16999999999999993,-0.2200000000000002,-0.3900000000000001
Trade Envoys,548,778.0,548,1.4211469534050178,1.42,688,1704.0,688,2.477077363896848,2.48,贸易特使,贸易特使,-0.08000000000000007,-0.020000000000000018,-0.10000000000000009
Trading Colony,589,831.0,589,1.4123539232053421,1.41,1127,2669.0,1127,2.3693931398416885,2.37,交易殖民地,交易殖民地,-0.09000000000000008,-0.1299999999999999,-0.21999999999999997
Trans-Neptune Probe,646,912.0,646,1.413109756097561,1.41,1705,4145.0,1705,2.431486880466472,2.43,海王星探测器,海王星探测器,-0.09000000000000008,-0.06999999999999984,-0.15999999999999992
Trantor,551,762.0,551,1.3850267379679144,1.39,1591,3716.0,1591,2.3366645846346032,2.34,川陀,川陀,-0.1100000000000001,-0.16000000000000014,-0.27000000000000024
Trees,405,558.0,405,1.380722891566265,1.38,804,1764.0,804,2.197788697788698,2.2,树,树,-0.1200000000000001,-0.2999999999999998,-0.41999999999999993
Tropical Resort,324,448.0,324,1.3862275449101797,1.39,449,1021.0,449,2.2788671023965144,2.28,热带度假胜地,热带度假胜地,-0.1100000000000001,-0.2200000000000002,-0.3300000000000003
Tundra Farming,381,512.0,381,1.3478260869565217,1.35,716,1538.0,716,2.152892561983471,2.15,冻原农耕,冻原农耕,-0.1499999999999999,-0.3500000000000001,-0.5
Tunneling Subcontractor,16,22.0,16,1.4230769230769231,1.42,10,21.0,10,2.3,2.3,隧道工程分包商,隧道工程分包商,-0.08000000000000007,-0.20000000000000018,-0.28000000000000025
Tycho Road Network,50,75.0,50,1.5,1.5,10,23.0,10,2.4,2.4,泰科街道网络,泰科街道网络,0.0,-0.10000000000000009,-0.10000000000000009
Underground Amusement Park,21,28.0,21,1.3870967741935485,1.39,14,32.0,14,2.375,2.38,地下游乐园,地下游乐园,-0.1100000000000001,-0.1200000000000001,-0.2300000000000002
Underground City,399,547.0,399,1.374083129584352,1.37,585,1367.0,585,2.339495798319328,2.34,地下城,地下城,-0.1299999999999999,-0.16000000000000014,-0.29000000000000004
Underground Detonations,80,105.0,80,1.3333333333333333,1.33,85,185.0,85,2.210526315789474,2.21,地下爆破,地下爆破,-0.16999999999999993,-0.29000000000000004,-0.45999999999999996
Underground Detonators,67,89.0,67,1.3506493506493507,1.35,19,41.0,19,2.2758620689655173,2.28,地下炸弹,地下炸弹,-0.1499999999999999,-0.2200000000000002,-0.3700000000000001
Underground Habitat,22,31.0,22,1.4375,1.44,18,42.0,18,2.392857142857143,2.39,地下栖息地,地下栖息地,-0.06000000000000005,-0.10999999999999988,-0.16999999999999993
Underground Research Center,11,15.0,11,1.4285714285714286,1.43,10,22.0,10,2.35,2.35,地下研究中心,地下研究中心,-0.07000000000000006,-0.1499999999999999,-0.21999999999999997
Underground Smuggling Ring,18,25.0,18,1.4285714285714286,1.43,15,39.0,15,2.56,2.56,地下走私集团,地下走私集团,-0.07000000000000006,0.06000000000000005,-0.010000000000000009
Unexpected Application,547,768.0,547,1.4057450628366248,1.41,1497,3497.0,1497,2.3370935633709355,2.34,意外应用,意外应用,-0.09000000000000008,-0.16000000000000014,-0.2500000000000002
Urban Decomposers,418,556.0,418,1.3341121495327102,1.33,825,1835.0,825,2.2275449101796405,2.23,都市分解者,都市分解者,-0.16999999999999993,-0.27,-0.43999999999999995
Urbanized Area,366,517.0,366,1.4148936170212767,1.41,689,1539.0,689,2.2374821173104436,2.24,城市化区域,城市化区域,-0.09000000000000008,-0.2599999999999998,-0.34999999999999987
Urgent Terraforming Command,370,488.0,370,1.3236842105263158,1.32,684,1407.0,684,2.063400576368876,2.06,紧急改造令,紧急改造令,-0.17999999999999994,-0.43999999999999995,-0.6199999999999999
Venera Base,77,109.0,77,1.4252873563218391,1.43,886,1899.0,886,2.1473214285714284,2.15,金星基地,金星基地,-0.07000000000000006,-0.3500000000000001,-0.42000000000000015
Venus Allies,531,724.0,531,1.365988909426987,1.37,1195,2613.0,1195,2.1892116182572616,2.19,金星盟友,金星盟友,-0.1299999999999999,-0.31000000000000005,-0.43999999999999995
Venus Governor,654,912.0,654,1.3960843373493976,1.4,1506,3356.0,1506,2.230211081794195,2.23,金星总督,金星总督,-0.10000000000000009,-0.27,-0.3700000000000001
Venus Magnetizer,306,412.0,306,1.3512658227848102,1.35,614,1350.0,614,2.203525641025641,2.2,金星磁化器,金星磁化器,-0.1499999999999999,-0.2999999999999998,-0.44999999999999973
Venus Orbital Survey,685,958.0,685,1.4,1.4,1357,3333.0,1357,2.4564740307242134,2.46,金星轨道勘测,金星轨道勘测,-0.10000000000000009,-0.040000000000000036,-0.14000000000000012
Venus Shuttles,473,648.0,473,1.3726708074534162,1.37,919,2035.0,919,2.217438105489774,2.22,金星穿梭机,金星穿梭机,-0.1299999999999999,-0.2799999999999998,-0.4099999999999997
Venus Soils,339,458.0,339,1.3553008595988538,1.36,409,869.0,409,2.1336515513126493,2.13,金星土壤,金星土壤,-0.1399999999999999,-0.3700000000000001,-0.51
Venus Trade Hub,677,920.0,677,1.3609898107714702,1.36,1386,3126.0,1386,2.257163323782235,2.26,金星贸易中心,金星贸易中心,-0.1399999999999999,-0.2400000000000002,-0.3800000000000001
Venus University,578,799.0,578,1.3843537414965987,1.38,1609,3696.0,1609,2.298332303891291,2.3,金星大学,金星大学,-0.1200000000000001,-0.20000000000000018,-0.3200000000000003
Venus Waystation,750,1059.0,750,1.4131578947368422,1.41,1881,4404.0,1881,2.3421470121628767,2.34,金星中转站,金星中转站,-0.09000000000000008,-0.16000000000000014,-0.2500000000000002
Venusian Animals,707,976.0,707,1.3821478382147838,1.38,1589,3515.0,1589,2.2138836772983113,2.21,金星动物,金星动物,-0.1200000000000001,-0.29000000000000004,-0.41000000000000014
Venusian Insects,675,931.0,675,1.381021897810219,1.38,1796,4106.0,1796,2.287375415282392,2.29,金星昆虫,金星昆虫,-0.1200000000000001,-0.20999999999999996,-0.33000000000000007
Venusian Plants,405,555.0,405,1.3734939759036144,1.37,878,1893.0,878,2.15990990990991,2.16,金星植物,金星植物,-0.1299999999999999,-0.33999999999999986,-0.46999999999999975
Vermin,139,186.0,139,1.348993288590604,1.35,182,404.0,182,2.234375,2.23,害兽,害兽,-0.1499999999999999,-0.27,-0.41999999999999993
Vesta Shipyard,687,967.0,687,1.4088952654232425,1.41,1457,3522.0,1457,2.41785957736878,2.42,维斯塔造船厂,维斯塔造船厂,-0.09000000000000008,-0.08000000000000007,-0.17000000000000015
Viral Enhancers,739,1023.0,739,1.3858477970627503,1.39,1911,4374.0,1911,2.2899531494013536,2.29,病毒增强,病毒增强,-0.1100000000000001,-0.20999999999999996,-0.32000000000000006
Virus,470,651.0,470,1.3875,1.39,840,1968.0,840,2.344705882352941,2.34,病毒,病毒,-0.1100000000000001,-0.16000000000000014,-0.27000000000000024
Voltaic Metallurgy,183,234.0,183,1.2901554404145077,1.29,654,1513.0,654,2.316265060240964,2.32,伏打冶金,伏打冶金,-0.20999999999999996,-0.18000000000000016,-0.3900000000000001
Vote Of No Confidence,64,89.0,64,1.4054054054054055,1.41,234,521.0,234,2.237704918032787,2.24,不信任票,不信任票,-0.09000000000000008,-0.2599999999999998,-0.34999999999999987
WG Project,167,226.0,167,1.3615819209039548,1.36,1022,2293.0,1022,2.246124031007752,2.25,WG 项目,WG 项目,-0.1399999999999999,-0.25,-0.3899999999999999
Warp Drive,706,981.0,706,1.3910614525139664,1.39,1465,3374.0,1465,2.304406779661017,2.3,曲率引擎,曲率引擎,-0.1100000000000001,-0.20000000000000018,-0.3100000000000003
Waste Incinerator,460,650.0,460,1.4148936170212767,1.41,1507,3521.0,1507,2.3375082399472644,2.34,垃圾焚烧站,垃圾焚烧站,-0.09000000000000008,-0.16000000000000014,-0.2500000000000002
Water Import From Europa,600,825.0,600,1.3770491803278688,1.38,1240,2785.0,1240,2.248,2.25,从欧罗巴(木卫二)注入水源,从欧罗巴(木卫二)注入水源,-0.1200000000000001,-0.25,-0.3700000000000001
Water Splitting Plant,120,160.0,120,1.3461538461538463,1.35,101,242.0,101,2.4054054054054053,2.41,海水分解装置,海水分解装置,-0.1499999999999999,-0.08999999999999986,-0.23999999999999977
Water Treatment Complex,35,47.0,35,1.3777777777777778,1.38,10,23.0,10,2.4,2.4,水处理建筑群,水处理建筑群,-0.1200000000000001,-0.10000000000000009,-0.2200000000000002
Water to Venus,520,732.0,520,1.409433962264151,1.41,1082,2549.0,1082,2.357142857142857,2.36,输送水源到金星,输送水源到金星,-0.09000000000000008,-0.14000000000000012,-0.2300000000000002
Wave Power,408,580.0,408,1.423444976076555,1.42,1031,2424.0,1031,2.3525456292026896,2.35,潮汐能源,潮汐能源,-0.08000000000000007,-0.1499999999999999,-0.22999999999999998
Wetlands,147,204.0,147,1.394904458598726,1.39,405,926.0,405,2.291566265060241,2.29,湿地,湿地,-0.1100000000000001,-0.20999999999999996,-0.32000000000000006
Whales,92,123.0,92,1.3529411764705883,1.35,340,782.0,340,2.3057142857142856,2.31,鲸鱼,鲸鱼,-0.1499999999999999,-0.18999999999999995,-0.33999999999999986
Wildlife Dome,159,221.0,159,1.3964497041420119,1.4,1316,3008.0,1316,2.2873303167420813,2.29,野生生物穹顶,野生生物穹顶,-0.10000000000000009,-0.20999999999999996,-0.31000000000000005
Windmills,495,687.0,495,1.39009900990099,1.39,1190,2860.0,1190,2.404166666666667,2.4,风力发电,风力发电,-0.1100000000000001,-0.10000000000000009,-0.2100000000000002
Worms,457,621.0,457,1.3618843683083512,1.36,717,1541.0,717,2.154057771664374,2.15,蠕虫,蠕虫,-0.1399999999999999,-0.3500000000000001,-0.49
Zeppelins,254,342.0,254,1.3522727272727273,1.35,353,811.0,353,2.303030303030303,2.3,齐柏林飞艇,齐柏林飞艇,-0.1499999999999999,-0.20000000000000018,-0.3500000000000001
奇物丰收,190,258.0,190,1.365,1.36,279,579.0,279,2.0899653979238755,2.09,奇物丰收,奇物丰收,-0.1399999999999999,-0.41000000000000014,-0.55
星际碎屑,239,326.0,239,1.3694779116465863,1.37,623,1478.0,623,2.374407582938389,2.37,星际碎屑,星际碎屑,-0.1299999999999999,-0.1299999999999999,-0.2599999999999998
项目重整,307,433.0,307,1.413249211356467,1.41,549,1357.0,549,2.4722719141323792,2.47,项目重整,项目重整,-0.09000000000000008,-0.029999999999999805,-0.11999999999999988
🌸卉植繁茂🌸,238,323.0,238,1.3629032258064515,1.36,443,1004.0,443,2.271523178807947,2.27,🌸卉植繁茂🌸,卉植繁茂,-0.1399999999999999,-0.22999999999999998,-0.3699999999999999
🌸城电转能🌸,218,305.0,218,1.4035087719298245,1.4,494,1155.0,494,2.3412698412698414,2.34,🌸城电转能🌸,城电转能,-0.10000000000000009,-0.16000000000000014,-0.26000000000000023
🌸建材援助🌸,151,212.0,151,1.4099378881987579,1.41,355,887.0,355,2.4986301369863013,2.5,🌸建材援助🌸,建材援助,-0.09000000000000008,0.0,-0.09000000000000008
🌸研究催化剂🌸,126,167.0,126,1.338235294117647,1.34,221,586.0,221,2.645021645021645,2.65,🌸研究催化剂🌸,研究催化剂,-0.15999999999999992,0.1499999999999999,-0.010000000000000009
🌸紧急回收站🌸,123,171.0,123,1.3984962406015038,1.4,378,830.0,378,2.2036082474226806,2.2,🌸紧急回收站🌸,紧急回收站,-0.10000000000000009,-0.2999999999999998,-0.3999999999999999
🌸置地丰收🌸,113,153.0,113,1.3658536585365855,1.37,325,735.0,325,2.2686567164179103,2.27,🌸置地丰收🌸,置地丰收,-0.1299999999999999,-0.22999999999999998,-0.3599999999999999
